airline_id,operator_state,region,year,fuel_burn_tonnes,g_i,year_shock,fuel_share_in_year
AL0267,Mexico,LAM,2019,2434299.8670824217,0.01703658838855226,0.10315010913164263,0.004033717078053219
AL0268,China,APAC,2019,517471.14706230874,0.09050683547362445,0.10315010913164263,0.0008574671639803978
AL0269,United Kingdom,EUR,2019,1609401.5234539104,0.04933434768630768,0.10315010913164263,0.0026668326685576334
AL0270,South Africa,AFR,2019,245643.24083100836,0.011949718558345902,0.10315010913164263,0.00040703914462105557
AL0271,Singapore,APAC,2019,1237829.4622401563,0.061837690099565724,0.10315010913164263,0.0020511252163604105
AL0272,China,APAC,2019,207040.19195037297,-0.0009633074898351551,0.10315010913164263,0.0003430725891278864
AL0273,France,EUR,2019,330547.0262422332,-0.007409997016787226,0.10315010913164263,0.0005477275839689544
AL0274,Brazil,LAM,2019,7884299.254517013,-0.02802222074117696,0.10315010913164263,0.013064550091581112
AL0275,Germany,EUR,2019,998095.6522797165,0.040343388365659934,0.10315010913164263,0.0016538781982339253
AL0276,"Korea, Rep.",APAC,2019,202119.62085134943,0.027873638169052785,0.10315010913164263,0.00033491903666530706
AL0277,United States,NAM,2019,366999.5897778381,0.026915469570105093,0.10315010913164263,0.0006081307126305931
AL0278,Australia,APAC,2019,620726.2008292739,0.013605914761225059,0.10315010913164263,0.0010285642746557149
AL0279,India,APAC,2019,1900972.4478344552,0.08751538716328884,0.10315010913164263,0.0031499755356470416
AL0280,Ethiopia,AFR,2019,220634.67762502335,0.013055761782935795,0.10315010913164263,0.0003655991109318373
AL0281,Japan,APAC,2019,7757809.323758316,0.0010635023685031247,0.10315010913164263,0.012854952005165142
AL0282,Germany,EUR,2019,267109.8439609988,0.07984449250941911,0.10315010913164263,0.00044261003086401216
AL0283,United States,NAM,2019,434305.64341147733,0.08685135067878012,0.10315010913164263,0.0007196591162055271
AL0284,United Arab Emirates,MEA,2019,435645.1673824798,0.043554351327201264,0.10315010913164263,0.0007218787526567956
AL0285,India,APAC,2019,2049680.8758662236,-0.03960111200555157,0.10315010913164263,0.003396390422290045
AL0286,China,APAC,2019,621636.387219185,0.006011560390044919,0.10315010913164263,0.0010300724842377976
AL0287,China,APAC,2019,1128408.1135398308,0.05451612596876221,0.10315010913164263,0.0018698103467650225
AL0288,Qatar,MEA,2019,767478.1828217631,0.03070894036819071,0.10315010913164263,0.0012717372641488864
AL0289,Australia,APAC,2019,1117631.7611383507,0.09216302312488886,0.10315010913164263,0.0018519535669538037
AL0290,Mexico,LAM,2019,5424764.875509817,-0.02467658117164373,0.10315010913164263,0.008989018575182096
AL0291,United States,NAM,2019,1101607.0673897108,0.057135239013110545,0.10315010913164263,0.001825400108311121
AL0292,China,APAC,2019,562576.6967937498,0.004918669612964572,0.10315010913164263,0.0009322085829514125
AL0293,India,APAC,2019,486002.0460255039,0.08292165673084191,0.10315010913164263,0.0008053218009544038
AL0294,Japan,APAC,2019,3775747.424372559,0.026995321490210073,0.10315010913164263,0.006256540976753613
AL0295,Australia,APAC,2019,126269.28977725809,0.07122583198909019,0.10315010913164263,0.0002092324768594055
AL0296,Canada,NAM,2019,336874.4460383155,0.004098836556654224,0.10315010913164263,0.000558212332227212
AL0297,Chile,LAM,2019,679646.4932984463,-0.026379952461558095,0.10315010913164263,0.0011261971888215621
AL0298,South Africa,AFR,2019,1018580.4107117592,-0.014415323438587369,0.10315010913164263,0.0016878221346587174
AL0299,India,APAC,2019,233224.7362336167,0.005732038315770963,0.10315010913164263,0.00038646126317113435
AL0300,Germany,EUR,2019,541895.4391813712,-0.010992545601443665,0.10315010913164263,0.0008979390407496732
AL0301,Japan,APAC,2019,285915.1559462516,0.07801845339808719,0.10315010913164263,0.00047377106781709217
AL0302,China,APAC,2019,507706.5742525629,0.08355641824807163,0.10315010913164263,0.0008412869371171507
AL0303,India,APAC,2019,323390.0363183985,0.04092185917024372,0.10315010913164263,0.0005358682099971571
AL0304,India,APAC,2019,324621.9786113299,-0.0113678034065691,0.10315010913164263,0.0005379095799751826
AL0305,Australia,APAC,2019,424046.6419031224,0.025265169873469044,0.10315010913164263,0.0007026596042934543
AL0306,France,EUR,2019,1250112.3642704366,0.0025609835596871883,0.10315010913164263,0.002071478399777776
AL0307,Germany,EUR,2019,120826.07724925934,0.08816297847296994,0.10315010913164263,0.00020021288990113272
AL0308,Germany,EUR,2019,290707.2629894497,0.04263774058832771,0.10315010913164263,0.00048171175100136023
AL0309,United States,NAM,2019,970172.7755451942,0.0495774616055874,0.10315010913164263,0.001607609048621141
AL0310,South Africa,AFR,2019,994570.1704987938,0.014012675251074032,0.10315010913164263,0.0016480363558790158
AL0311,Qatar,MEA,2019,513180.30824942887,-0.05045286421673233,0.10315010913164263,0.0008503570991799461
AL0312,Germany,EUR,2019,338804.66294954874,-0.0008453739906615597,0.10315010913164263,0.0005614107668262001
AL0313,Qatar,MEA,2019,1738798.923166354,-0.014665287151767403,0.10315010913164263,0.0028812485292056223
AL0314,Australia,APAC,2019,6787271.962588479,0.044810192138723,0.10315010913164263,0.011246738825853109
AL0315,Germany,EUR,2019,4930306.984478459,0.03386161103128182,0.10315010913164263,0.008169685153526925
AL0316,South Africa,AFR,2019,334707.0988958478,-0.002065091924302792,0.10315010913164263,0.0005546209648279606
AL0317,Mexico,LAM,2019,1099831.9248169512,0.014455644099587453,0.10315010913164263,0.0018224586371273336
AL0318,Germany,EUR,2019,496689.08940843295,0.09265907008755983,0.10315010913164263,0.0008230305927062118
AL0319,United States,NAM,2019,458914.5813255805,-0.008373722374472758,0.10315010913164263,0.0007604369572920658
AL0320,India,APAC,2019,2644963.052284376,-0.006718168145165002,0.10315010913164263,0.004382793089335538
AL0321,Canada,NAM,2019,11985964.22658585,0.02086630856451552,0.10315010913164263,0.019861147450030772
AL0322,United States,NAM,2019,1542450.1003207115,0.0020345228348423866,0.10315010913164263,0.0025558918996966343
AL0323,"Korea, Rep.",APAC,2019,370507.94713696407,0.012850105743365793,0.10315010913164263,0.0006139441792403503
AL0324,Ethiopia,AFR,2019,2152098.5220610728,0.05125794815856599,0.10315010913164263,0.003566099920341867
AL0325,Chile,LAM,2019,504819.5081680613,0.0992889657959621,0.10315010913164263,0.0008365029711284084
AL0326,United States,NAM,2019,168349.55058322818,-0.04117975629144223,0.10315010913164263,0.00027896088992686096
AL0327,United States,NAM,2019,609801.1342179939,0.029270225962955112,0.10315010913164263,0.001010461070377268
AL0328,Canada,NAM,2019,1010853.503472727,0.031657540918615695,0.10315010913164263,0.0016750183884514053
AL0329,United States,NAM,2019,446733.07858730457,0.026642715697099893,0.10315010913164263,0.0007402517959254724
AL0330,China,APAC,2019,790877.0462588243,0.022515561793038662,0.10315010913164263,0.0013105099709667324
AL0331,Turkey,EUR,2019,220289.86816270952,0.01638518176379497,0.10315010913164263,0.0003650277500097022
AL0332,France,EUR,2019,183114.84795596902,0.07016771265679558,0.10315010913164263,0.0003034274862490069
AL0333,India,APAC,2019,1286737.0355739226,0.011394494879106102,0.10315010913164263,0.0021321667168223064
AL0334,China,APAC,2019,884689.8400159616,0.024907362707037056,0.10315010913164263,0.0014659609379717093
AL0335,Mexico,LAM,2019,462110.24225642084,0.029995453362754818,0.10315010913164263,0.0007657322753614241
AL0336,China,APAC,2019,443604.5651230331,0.03429982322887501,0.10315010913164263,0.0007350677434755677
AL0337,India,APAC,2019,1561172.6832688032,0.02316544892988312,0.10315010913164263,0.002586915851841651
AL0338,United States,NAM,2019,224210.9752927619,0.06996983664397548,0.10315010913164263,0.0003715251569270863
AL0339,United Arab Emirates,MEA,2019,153725.2226682323,0.02965284811892727,0.10315010913164263,0.0002547278847562733
AL0340,United States,NAM,2019,314660.41276009806,0.03696243541077478,0.10315010913164263,0.0005214029289903863
AL0341,United Kingdom,EUR,2019,1509843.0907942294,0.027941873862306614,0.10315010913164263,0.002501860983879819
AL0342,United Kingdom,EUR,2019,787412.363198226,-0.010120976857477468,0.10315010913164263,0.001304768874144373
AL0343,"Korea, Rep.",APAC,2019,1730972.2619665838,-0.003198689442966786,0.10315010913164263,0.002868279487317004
AL0344,France,EUR,2019,172835.12429525805,-0.01200028476234443,0.10315010913164263,0.00028639363703076117
AL0345,United States,NAM,2019,966019.1215445601,0.03770594319726623,0.10315010913164263,0.0016007263036868604
AL0346,Canada,NAM,2019,2005493.652605797,0.0014602642066853452,0.10315010913164263,0.0033231707012903646
AL0347,Brazil,LAM,2019,363414.5452983223,-0.012455515611675065,0.10315010913164263,0.0006021901728728781
AL0348,Mexico,LAM,2019,1530363.045491074,0.03952423592158013,0.10315010913164263,0.00253586324170385
AL0349,China,APAC,2019,266723.5112176506,0.05100126884109488,0.10315010913164263,0.0004419698644630985
AL0350,Germany,EUR,2019,1272798.4127048915,-0.04043236726669462,0.10315010913164263,0.0021090699480668857
AL0351,China,APAC,2019,1770882.3321966536,0.09758691300540567,0.10315010913164263,0.002934411821319997
AL0352,United States,NAM,2019,237472.38184690167,0.03129124536766729,0.10315010913164263,0.0003934997553813651
AL0353,United States,NAM,2019,641594.9317635646,0.02579330606727738,0.10315010913164263,0.00106314446648222
AL0354,United Arab Emirates,MEA,2019,992342.9988316937,0.07267100766498247,0.10315010913164263,0.001644345857222371
AL0355,United States,NAM,2019,182929.24271910216,0.0327924954852656,0.10315010913164263,0.0003031199321042403
AL0356,China,APAC,2019,617113.6477556038,0.005845641606900601,0.10315010913164263,0.0010225781522286116
AL0357,Brazil,LAM,2019,377727.8282658819,0.11778297449703494,0.10315010913164263,0.0006259077660625994
AL0358,United Arab Emirates,MEA,2019,209479.12115395517,-0.012975831749190612,0.10315010913164263,0.0003471139771728372
AL0359,China,APAC,2019,207525.80525158902,0.02609516503771167,0.10315010913164263,0.00034387726676556485
AL0360,Japan,APAC,2019,431365.57356207364,0.06388779021139984,0.10315010913164263,0.0007147873211885792
AL0361,China,APAC,2019,427967.5110222393,-0.012785819241724138,0.10315010913164263,0.0007091566168186814
AL0362,Qatar,MEA,2019,202351.40185664737,0.025918881028446222,0.10315010913164263,0.00033530310561756776
AL0363,China,APAC,2019,238148.68903586778,0.04546259638676379,0.10315010913164263,0.00039462041923015063
AL0364,United Arab Emirates,MEA,2019,1644293.3637539432,0.12606589329233087,0.10315010913164263,0.0027246496261174404
AL0365,Singapore,APAC,2019,464745.9418558789,-0.005711887222490296,0.10315010913164263,0.0007700997185966301
AL0366,Qatar,MEA,2019,1202227.9048674589,0.028093534866721517,0.10315010913164263,0.0019921322336463876
AL0367,Germany,EUR,2019,1712706.577455728,0.05634828522545622,0.10315010913164263,0.0028380126313104445
AL0368,India,APAC,2019,908223.8193074027,0.03324181417639814,0.10315010913164263,0.001504957536322681
AL0369,Brazil,LAM,2019,6863251.516458382,-0.01811389146668936,0.10315010913164263,0.0113726395121951
AL0370,China,APAC,2019,138587.34556035223,0.04632515874862469,0.10315010913164263,0.0002296439112322098
AL0371,United States,NAM,2019,957030.2954480608,0.03430199781806856,0.10315010913164263,0.0015858315153218772
AL0372,United States,NAM,2019,274038.5767738147,0.04782524826183945,0.10315010913164263,0.0004540911750953596
AL0373,Canada,NAM,2019,4482962.223582257,0.0752586448707892,0.10315010913164263,0.00742841977936111
AL0374,Kenya,AFR,2019,3720565.9484064355,0.07052785490657434,0.10315010913164263,0.0061651034077808515
AL0375,China,APAC,2019,595117.515231128,0.04631049504725321,0.10315010913164263,0.0009861298178985272
AL0376,Canada,NAM,2019,122313.55334158802,0.042423447262970884,0.10315010913164263,0.00020267768801329516
AL0377,China,APAC,2019,882686.0145995843,-0.013938868615693427,0.10315010913164263,0.0014626405315941804
AL0378,United Arab Emirates,MEA,2019,964616.6872248307,0.024627407033024806,0.10315010913164263,0.001598402422663476
AL0379,United Arab Emirates,MEA,2019,926756.707013518,0.03881286389427486,0.10315010913164263,0.0015356671570463584
AL0380,Mexico,LAM,2019,340081.6971575365,0.013959389986275016,0.10315010913164263,0.0005635268556300797
AL0381,United States,NAM,2019,716917.7076545449,0.03390434893777709,0.10315010913164263,0.0011879568495359036
AL0382,United Kingdom,EUR,2019,946573.8742309329,-0.003012796746197144,0.10315010913164263,0.0015685048722861533
AL0383,Turkey,EUR,2019,336657.6765106007,0.09137305599152937,0.10315010913164263,0.0005578531378001948
AL0384,United States,NAM,2019,1405584.6879834854,0.11608316828190347,0.10315010913164263,0.0023291012899591644
AL0385,China,APAC,2019,406546.3683923823,0.014418153513786827,0.10315010913164263,0.0006736610601594974
AL0386,France,EUR,2019,881449.1409610137,0.04601434047595665,0.10315010913164263,0.0014605909902099157
AL0387,Brazil,LAM,2019,226685.9637188858,0.020633628706077847,0.10315010913164263,0.00037562629632139
AL0388,India,APAC,2019,1347386.3552893256,0.08051444203762301,0.10315010913164263,0.002232664687518719
AL0389,Ethiopia,AFR,2019,322546.55147963075,0.0473998756500862,0.10315010913164263,0.000534470527137611
AL0390,India,APAC,2019,132483.6852994387,0.03309334031626377,0.10315010913164263,0.00021952994007935013
AL0391,"Korea, Rep.",APAC,2019,630514.6855771346,0.021053479871639434,0.10315010913164263,0.0010447841244078458
AL0392,South Africa,AFR,2019,136342.29106310662,0.035045093901937385,0.10315010913164263,0.0002259237801221697
AL0393,"Korea, Rep.",APAC,2019,137456.7954049671,-0.010014821808198363,0.10315010913164263,0.0002277705514497774
AL0394,Australia,APAC,2019,529856.480332461,0.057021299659786404,0.10315010913164263,0.0008779900794209967
AL0395,United Kingdom,EUR,2019,412281.48205807287,0.0014402037353183385,0.10315010913164263,0.0006831643371594667
AL0396,China,APAC,2019,836408.1376823101,0.051395275167678375,0.10315010913164263,0.0013859565268906082
AL0397,India,APAC,2019,1492859.901327821,0.0351854055327334,0.10315010913164263,0.002473719265467547
AL0398,China,APAC,2019,325989.1122244095,0.07379772504991056,0.10315010913164263,0.0005401749665356597
AL0399,Mexico,LAM,2019,1425626.9209349086,0.0293202868924005,0.10315010913164263,0.00236231194671994
AL0400,Turkey,EUR,2019,387761.2338386296,0.07092283944664912,0.10315010913164263,0.0006425334578917386
AL0401,United Kingdom,EUR,2019,344578.29011542635,-0.006894109271122419,0.10315010913164263,0.0005709778619964535
AL0402,Chile,LAM,2019,809723.3823660496,0.05437778866714191,0.10315010913164263,0.0013417389862751706
AL0403,United States,NAM,2019,1451270.0021077779,0.021036139066464232,0.10315010913164263,0.00240480339810587
AL0404,United Arab Emirates,MEA,2019,255744.48963682933,0.03776871610860486,0.10315010913164263,0.00042377725497823993
AL0405,United States,NAM,2019,294628.0153947963,0.03286998122102141,0.10315010913164263,0.000488208570127929
AL0406,Canada,NAM,2019,319958.55069863546,0.0674516448709915,0.10315010913164263,0.00053018212245523
AL0407,Turkey,EUR,2019,420963.84023502556,-0.050784500064194896,0.10315010913164263,0.0006975512978333479
AL0408,India,APAC,2019,134611.15851348528,0.04292326967117194,0.10315010913164263,0.00022305523503279636
AL0409,China,APAC,2019,1370047.2186384937,-0.0297799456324951,0.10315010913164263,0.002270214503271092
AL0410,India,APAC,2019,239394.4975304797,0.07827267338220381,0.10315010913164263,0.0003966847659725768
AL0411,"Korea, Rep.",APAC,2019,685584.0761787492,-0.048909727782436394,0.10315010913164263,0.0011360359641468631
AL0412,Japan,APAC,2019,138176.85273936714,-0.010151271354556464,0.10315010913164263,0.00022896371076684547
AL0413,Kenya,AFR,2019,626764.5355633232,-0.036955166588268,0.10315010913164263,0.0010385699992047324
AL0414,France,EUR,2019,647362.0775619491,0.09556944396351442,0.10315010913164263,0.0010727008218076829
AL0415,Germany,EUR,2019,247328.96241048654,-0.02155994091155706,0.10315010913164263,0.0004098324421995226
AL0416,"Korea, Rep.",APAC,2019,5464724.734403378,0.03455658016295845,0.10315010913164263,0.009055233410681693
AL0417,South Africa,AFR,2019,642837.7784165945,0.008568293838572116,0.10315010913164263,0.001065203905353133
AL0418,United Kingdom,EUR,2019,3559910.1367332377,-0.04199049617352196,0.10315010913164263,0.005898891303020161
AL0419,Japan,APAC,2019,1320773.640811414,0.01650848019929607,0.10315010913164263,0.0021885665210050077
AL0420,China,APAC,2019,168707.20605531102,0.05650941003438049,0.10315010913164263,0.00027955353712095084
AL0421,Qatar,MEA,2019,276194.3842583775,0.022629267231567208,0.10315010913164263,0.0004576634208918063
AL0422,India,APAC,2019,633404.3285737375,0.06764319973698515,0.10315010913164263,0.001049572360426954
AL0423,United States,NAM,2019,442163.8069747916,0.015523009329884926,0.10315010913164263,0.0007326803585742689
AL0424,Australia,APAC,2019,422395.4115968908,0.030274338429902303,0.10315010913164263,0.0006999234599194135
AL0425,United States,NAM,2019,288049.87035144115,0.014608049839215142,0.10315010913164263,0.0004773083616687735
AL0426,Kenya,AFR,2019,263175.4122483592,0.04374273233733409,0.10315010913164263,0.0004360905446633537
AL0427,France,EUR,2019,298892.425854881,0.10595647199807642,0.10315010913164263,0.0004952748422554006
AL0428,Germany,EUR,2019,1678203.404843615,0.04448962358870693,0.10315010913164263,0.0027808397092335497
AL0429,Australia,APAC,2019,620294.3815187543,0.037777650563206734,0.10315010913164263,0.0010278487354770664
AL0430,Qatar,MEA,2019,161675.03599569242,0.0052634135825902935,0.10315010913164263,0.0002679009938789158
AL0431,Australia,APAC,2019,166192.02545074074,-0.00021921522258632267,0.10315010913164263,0.00027538579792980383
AL0432,United States,NAM,2019,285934.54362563504,0.0885627720638589,0.10315010913164263,0.00047380319385648866
AL0433,Turkey,EUR,2019,486740.2351179545,-0.014489538085166856,0.10315010913164263,0.0008065450052068114
AL0434,Qatar,MEA,2019,123973.51317393509,-0.006525673890103965,0.10315010913164263,0.00020542829750687654
AL0435,Chile,LAM,2019,537430.2523984847,0.026101953666199225,0.10315010913164263,0.0008905400754757631
AL0436,United States,NAM,2019,120166.13135662908,0.01294758271216527,0.10315010913164263,0.0001991193372728428
AL0437,France,EUR,2019,499337.97179951577,0.10824756209938954,0.10315010913164263,0.0008274198802722796
AL0438,Singapore,APAC,2019,119385.17713417218,-0.06464927706957008,0.10315010913164263,0.00019782526975597697
AL0439,Qatar,MEA,2019,2726451.070696074,0.04445448504510767,0.10315010913164263,0.0045178214874260075
AL0440,United States,NAM,2019,472258.9375368132,0.0585084181241199,0.10315010913164263,0.0007825490061290845
AL0441,Turkey,EUR,2019,925542.0181384457,-0.014819743292465111,0.10315010913164263,0.0015336543765643168
AL0442,China,APAC,2019,621874.7321575448,0.004216914917076028,0.10315010913164263,0.0010304674298487841
AL0443,China,APAC,2019,523861.6457804107,0.0473043986001091,0.10315010913164263,0.0008680564361424097
AL0444,Brazil,LAM,2019,294144.03071367263,0.09518052400211921,0.10315010913164263,0.00048740659116873665
AL0445,China,APAC,2019,381820.75030275236,-0.006820534911380002,0.10315010913164263,0.0006326898760822052
AL0446,France,EUR,2019,812143.4400631997,-0.03316889040758679,0.10315010913164263,0.0013457491035967347
AL0447,India,APAC,2019,3662771.9989651525,0.06889878319604008,0.10315010913164263,0.006069336882045115
AL0448,"Korea, Rep.",APAC,2019,490529.7383462488,0.0909497303466868,0.10315010913164263,0.0008128243400151516
AL0449,Qatar,MEA,2019,491368.3946039397,0.016598736345782225,0.10315010913164263,0.0008142140217528082
AL0450,India,APAC,2019,112538.33188296246,-0.058551471003529434,0.10315010913164263,0.00018647981597928452
AL0451,France,EUR,2019,836287.7166463569,0.08807457876546379,0.10315010913164263,0.0013857569851678116
AL0452,Singapore,APAC,2019,283417.27119085816,0.02205878443916196,0.10315010913164263,0.0004696319884320551
AL0453,Ethiopia,AFR,2019,1256285.9828912152,0.07495593108704308,0.10315010913164263,0.0020817082942951957
AL0454,Japan,APAC,2019,371046.0128172582,0.028260725311135253,0.10315010913164263,0.0006148357722413055
AL0455,Japan,APAC,2019,3771530.9413034082,0.014974138150771156,0.10315010913164263,0.00624955412193127
AL0456,Germany,EUR,2019,6286807.433885756,0.011923492516409999,0.10315010913164263,0.010417452202752095
AL0457,Qatar,MEA,2019,273031.3378835569,0.08893780071726715,0.10315010913164263,0.00045242214624305896
AL0458,Germany,EUR,2019,1258849.899381175,0.08737805111994223,0.10315010913164263,0.0020859567904940833
AL0459,Australia,APAC,2019,251089.00379083617,-0.055513984751156764,0.10315010913164263,0.00041606295773098884
AL0460,Germany,EUR,2019,153330.76354246095,-0.007450199245931842,0.10315010913164263,0.00025407425266528325
AL0461,France,EUR,2019,295504.60786932823,0.10108315312151936,0.10315010913164263,0.0004896611134578722
AL0462,India,APAC,2019,498542.81670982053,0.015308261841160412,0.10315010913164263,0.0008261022814388833
AL0463,United Arab Emirates,MEA,2019,490171.51550772187,-0.024418936145503417,0.10315010913164263,0.0008122307526757058
AL0464,United Kingdom,EUR,2019,7940591.555616727,0.03017862949277322,0.10315010913164263,0.013157828335309143
AL0465,Ethiopia,AFR,2019,1580075.4062345608,0.025665328111532475,0.10315010913164263,0.0026182383020786756
AL0466,Germany,EUR,2019,558837.3289532781,0.026106198588253145,0.10315010913164263,0.0009260123241736015
AL0467,South Africa,AFR,2019,130834.89652207393,0.01081748467455055,0.10315010913164263,0.00021679784140108424
AL0468,India,APAC,2019,244635.74633495903,0.017596920210428683,0.10315010913164263,0.0004053696922213274
AL0469,France,EUR,2019,1353273.5945149772,0.011763689777959083,0.10315010913164263,0.0022424200417083236
AL0470,"Korea, Rep.",APAC,2019,142184.42921498016,0.04335626585914705,0.10315010913164263,0.00023560440030960886
AL0471,United States,NAM,2019,172579.2667428871,-0.0025095946978328093,0.10315010913164263,0.00028596967242701474
AL0472,Germany,EUR,2019,1264091.750471281,0.018414228049974068,0.10315010913164263,0.0020946427147504544
AL0473,Brazil,LAM,2019,1159674.6054793904,0.02423704417760306,0.10315010913164263,0.0019216199796754387
AL0474,Turkey,EUR,2019,242329.97338746584,0.08222963625416482,0.10315010913164263,0.00040154894858896475
AL0475,Qatar,MEA,2019,228399.35479269948,0.044936445363606414,0.10315010913164263,0.0003784654431862788
AL0476,Japan,APAC,2019,330089.37958831975,0.025611988794212295,0.10315010913164263,0.0005469692480101979
AL0477,Japan,APAC,2019,168331.01215124523,0.05144751882618384,0.10315010913164263,0.0002789301711190834
AL0478,Turkey,EUR,2019,709869.2084477937,0.04624473147504216,0.10315010913164263,0.0011762772483456885
AL0479,France,EUR,2019,1007851.2190630666,0.07351339426361567,0.10315010913164263,0.0016700435018073311
AL0480,China,APAC,2019,171421.2850676708,0.050260528497320406,0.10315010913164263,0.0002840508576899499
AL0481,China,APAC,2019,702780.760074511,0.10175642782205052,0.10315010913164263,0.0011645314500375785
AL0482,China,APAC,2019,4340942.801162613,0.08378468185332433,0.10315010913164263,0.007193088800883109
AL0483,France,EUR,2019,1698371.8202223827,0.028359943633745444,0.10315010913164263,0.002814259454537201
AL0484,Canada,NAM,2019,195672.8733576216,0.013419614325115872,0.10315010913164263,0.00032423655838274704
AL0485,United Kingdom,EUR,2019,1142747.7455443416,0.06530223013699615,0.10315010913164263,0.0018935716011986923
AL0486,France,EUR,2019,1717768.2896697333,0.05066516129557097,0.10315010913164263,0.0028464000593664196
AL0487,Germany,EUR,2019,164896.73415647232,0.026217241362551737,0.10315010913164263,0.00027323945651747556
AL0488,Turkey,EUR,2019,124290.35070903836,-0.02907806126197062,0.10315010913164263,0.00020595330800110383
AL0489,Kenya,AFR,2019,322272.2888230456,-0.04329495369361597,0.10315010913164263,0.0005340160646547018
AL0490,Brazil,LAM,2019,1102607.8540750456,0.04393034202780562,0.10315010913164263,0.0018270584456419943
AL0491,Germany,EUR,2019,2519589.7637758367,0.060833690618480936,0.10315010913164263,0.004175045316833415
AL0492,China,APAC,2019,1028775.4723248765,0.062137419283683805,0.10315010913164263,0.0017047156960053416
AL0493,Brazil,LAM,2019,279918.21489057166,-0.021486870538554345,0.10315010913164263,0.000463833933990861
AL0494,United Arab Emirates,MEA,2019,294052.8398227432,0.07149375369772673,0.10315010913164263,0.00048725548478325024
AL0495,"Korea, Rep.",APAC,2019,315812.7591095441,0.00863370737726894,0.10315010913164263,0.0005233124058023633
AL0496,United States,NAM,2019,519051.2347175821,0.04553686087095235,0.10315010913164263,0.0008600854225795474
AL0497,Brazil,LAM,2019,539377.9728871947,0.04666765498673327,0.10315010913164263,0.0008937675140936684
AL0498,United Kingdom,EUR,2019,306909.0953580899,-0.002099457422788789,0.10315010913164263,0.0005085587343187719
AL0499,United Arab Emirates,MEA,2019,1642159.0357004039,0.006346998040660041,0.10315010913164263,0.002721112972463489
AL0500,China,APAC,2019,2036392.432657727,-0.0529221097289406,0.10315010913164263,0.003374371023186558
AL0501,France,EUR,2019,414465.9516858604,-0.00666962182983985,0.10315010913164263,0.000686784077095063
AL0502,Ethiopia,AFR,2019,170348.39063872246,-0.04210168236614974,0.10315010913164263,0.0002822730353930675
AL0503,Ethiopia,AFR,2019,471658.8029782301,0.04749428525871573,0.10315010913164263,0.0007815545629009428
AL0504,United Arab Emirates,MEA,2019,550155.926426571,0.03245667664246544,0.10315010913164263,0.0009116269470444464
AL0505,India,APAC,2019,133095.91551418335,0.06656208276290584,0.10315010913164263,0.00022054442621818215
AL0506,France,EUR,2019,176079.00358684774,0.04426168924757275,0.10315010913164263,0.0002917688545520566
AL0507,Germany,EUR,2019,1145813.884978352,0.00460969125536894,0.10315010913164263,0.0018986522977742888
AL0508,Qatar,MEA,2019,622716.7370434216,0.04384804262993411,0.10315010913164263,0.0010318626603764167
AL0509,China,APAC,2019,169672.82476580102,0.014382995450004621,0.10315010913164263,0.00028115359992999974
AL0510,United Kingdom,EUR,2019,5206012.917979615,0.05436246762539089,0.10315010913164263,0.00862653919502064
AL0511,"Korea, Rep.",APAC,2019,7880620.310251095,0.04261491863157635,0.10315010913164263,0.013058453956706642
AL0512,India,APAC,2019,143062.66342827515,-0.009542929137104132,0.10315010913164263,0.00023705966405611865
AL0513,United States,NAM,2019,551464.8245446522,0.03008796318652699,0.10315010913164263,0.0009137958354232901
AL0514,Australia,APAC,2019,9009238.728832057,0.03221336187003494,0.10315010913164263,0.014928612786026127
AL0515,Ethiopia,AFR,2019,1038190.554642615,0.017691561909743896,0.10315010913164263,0.0017203168053221887
AL0516,France,EUR,2019,502827.4547790054,0.06579626303991269,0.10315010913164263,0.0008332020713976536
AL0517,United States,NAM,2019,325818.15121564135,0.0985220360281356,0.10315010913164263,0.00053989167837134
AL0518,"Korea, Rep.",APAC,2019,205612.0142173523,0.015290651478012647,0.10315010913164263,0.00034070605039940776
AL0519,China,APAC,2019,318624.006525401,0.01597206067732257,0.10315010913164263,0.0005279707376970145
AL0520,Japan,APAC,2019,195162.50742293877,-0.05992252711516406,0.10315010913164263,0.00032339086479559907
AL0521,Germany,EUR,2019,930653.1468179565,0.02484322372664574,0.10315010913164263,0.001542123689372266
AL0522,Singapore,APAC,2019,251020.68976825228,0.012552691993017034,0.10315010913164263,0.00041594975908882753
AL0523,China,APAC,2019,226857.49499766165,-0.056447165901929414,0.10315010913164263,0.00037591052944236855
AL0524,United Arab Emirates,MEA,2019,1858513.2609394134,0.04153974676844723,0.10315010913164263,0.003079619229254907
AL0525,Qatar,MEA,2019,402846.0833128944,0.053640528191399736,0.10315010913164263,0.0006675295628363328
AL0526,Singapore,APAC,2019,130363.41586348052,0.0006357305124361709,0.10315010913164263,0.0002160165820294443
AL0527,China,APAC,2019,312779.74756457505,0.015095506829597781,0.10315010913164263,0.0005182866032575284
AL0528,Canada,NAM,2019,1437530.5379342102,-0.008659352510886703,0.10315010913164263,0.0023820366420337657
AL0529,China,APAC,2019,641553.4369057337,0.06050168500578955,0.10315010913164263,0.0010630757081016493
AL0530,United Kingdom,EUR,2019,735634.7817839733,-0.030697759658297283,0.10315010913164263,0.0012189716733823806
AL0531,China,APAC,2019,616849.3921121178,0.017469548382471535,0.10315010913164263,0.0010221402717043118
AL0532,United States,NAM,2019,428686.1689785548,0.10804288671149104,0.10315010913164263,0.000710347457319011
